#,block,timestamp,protocol_id,user,collateral,debt,deposit,id
68,59612,1684626391,zkLend,0x0317a4a079a276fb4c19c7378f5c8ca42687953c3d6c563b79effdbbde77761b,"{""0x053c91253bc9682c04929ca02ed00b3e423f6710d2ee7e0d5ebb06f3ecf368a8"": 9999771.125805598}","{""0x053c91253bc9682c04929ca02ed00b3e423f6710d2ee7e0d5ebb06f3ecf368a8"": 7997828.0}","{""0x053c91253bc9682c04929ca02ed00b3e423f6710d2ee7e0d5ebb06f3ecf368a8"": 9999771.125805598}",fd490e04-843f-45fa-9d45-4a7042a0e34b
69,59612,1684626391,zkLend,0x05ed35e61326179c0d5257fae96b6b05c3c9b917dd0efba42cb4cad07f331e39,{},"{""0x053c91253bc9682c04929ca02ed00b3e423f6710d2ee7e0d5ebb06f3ecf368a8"": 15147344.0}",{},21534864-c87f-429b-91c3-538ce9e1443c
70,59612,1684626391,zkLend,0x06583ac0c8b0f92fb1032d780f16bdeae7daa1168d4137a88fb69b790c4390f6,"{""0x053c91253bc9682c04929ca02ed00b3e423f6710d2ee7e0d5ebb06f3ecf368a8"": 26999381.969801985}",{},"{""0x053c91253bc9682c04929ca02ed00b3e423f6710d2ee7e0d5ebb06f3ecf368a8"": 26999381.969801985}",ad01e5ce-0aa6-4fc7-9e59-d8af27b29c8f
71,59612,1684626391,zkLend,0x0061465a045190922d8570ce72fe84df6d39df85a1401ff5ba61ebdded84da97,{},"{""0x053c91253bc9682c04929ca02ed00b3e423f6710d2ee7e0d5ebb06f3ecf368a8"": 23935597.0}",{},6266a724-f0f4-4b04-9297-803da1004bba
72,59612,1684626391,zkLend,0x07246a11843495bebfb7ac518aae9b33d5a5059babaec8598363fd0fab22f336,{},"{""0x053c91253bc9682c04929ca02ed00b3e423f6710d2ee7e0d5ebb06f3ecf368a8"": 23934067.0}",{},3cf881af-e081-4785-b49a-14493e27fc31
73,59612,1684626391,zkLend,0x008bf411b3380bdff6ba14f4c077308c2a9709fbd7477148397352a50f3950c8,"{""0x049d36570d4e46f48e99674bd3fcc84644ddd6b96f7c741b1562b82f9e004dc7"": 395993108368267.1}",{},"{""0x049d36570d4e46f48e99674bd3fcc84644ddd6b96f7c741b1562b82f9e004dc7"": 395993108368267.1}",1c6be2bb-6297-456a-b760-c396e7bd8299
74,59612,1684626391,zkLend,0x06b584d232673b6f4e4967f2be78bb4ee449d9efa5cd59f5e545f26db8f1cb5a,{},"{""0x053c91253bc9682c04929ca02ed00b3e423f6710d2ee7e0d5ebb06f3ecf368a8"": 16030297.0}",{},1251c19c-232a-4319-94f6-80e356735041
75,59612,1684626391,zkLend,0x07ea1afdb478c6eaddafd4e1f2b801530023347ac502a4f385d92fb6e27a1d9d,"{""0x049d36570d4e46f48e99674bd3fcc84644ddd6b96f7c741b1562b82f9e004dc7"": 5999895581337381.0}","{""0x049d36570d4e46f48e99674bd3fcc84644ddd6b96f7c741b1562b82f9e004dc7"": 2399139291027880.0}","{""0x049d36570d4e46f48e99674bd3fcc84644ddd6b96f7c741b1562b82f9e004dc7"": 5999895581337381.0}",68be826e-5d95-46ca-a520-142fc652651e
76,59612,1684626391,zkLend,0x0469ff606007d5ac037a70b9f23c5d0fdb37a1b48fc2ebe08046c89e7374e7b6,{},"{""0x053c91253bc9682c04929ca02ed00b3e423f6710d2ee7e0d5ebb06f3ecf368a8"": 18654642.0}",{},7554931f-8ec1-41a9-beb6-dec0cf642bc7
77,59612,1684626391,zkLend,0x07f750eef7be4cc707117ba4165ad566297d5f3c2e5053699ae83ed2eb8c7045,{},"{""0x053c91253bc9682c04929ca02ed00b3e423f6710d2ee7e0d5ebb06f3ecf368a8"": 18087631.0}",{},c578d31f-1cd2-4f43-9beb-66d380113d7a
78,59612,1684626391,zkLend,0x0793aad8330464de5f17be42934c6b3ac289bac0d43f12ed394f0354174d437c,{},"{""0x053c91253bc9682c04929ca02ed00b3e423f6710d2ee7e0d5ebb06f3ecf368a8"": 22085281.0}",{},eb46ce57-1b4e-4b18-aa22-e2fb55ac641a
79,59612,1684626391,zkLend,0x0771e8852b0447fde64b555e9f6d88718ce599dc723346ff472b73a1012ea8ea,{},"{""0x053c91253bc9682c04929ca02ed00b3e423f6710d2ee7e0d5ebb06f3ecf368a8"": 14868287.0}",{},027b37f1-c6d5-4717-ab8a-19e9cae8e18f
80,59612,1684626391,zkLend,0x071cd9ea331c000f5bab56085a95f1a835aa5fd947e4eff1656dedd7239a17f0,"{""0x049d36570d4e46f48e99674bd3fcc84644ddd6b96f7c741b1562b82f9e004dc7"": 5999895557545727.0}","{""0x049d36570d4e46f48e99674bd3fcc84644ddd6b96f7c741b1562b82f9e004dc7"": 2447122067144755.0}","{""0x049d36570d4e46f48e99674bd3fcc84644ddd6b96f7c741b1562b82f9e004dc7"": 5999895557545727.0}",2d3799c8-ff1f-496b-b7c5-1d897fd049f9
81,59612,1684626391,zkLend,0x01f2d930571648e273cf6f8627128d02d7779686c5e857b311a3fb97fb6ff157,"{""0x049d36570d4e46f48e99674bd3fcc84644ddd6b96f7c741b1562b82f9e004dc7"": 5999895557545727.0}","{""0x049d36570d4e46f48e99674bd3fcc84644ddd6b96f7c741b1562b82f9e004dc7"": 2351156429049209.0}","{""0x049d36570d4e46f48e99674bd3fcc84644ddd6b96f7c741b1562b82f9e004dc7"": 5999895557545727.0}",b1d0e3a1-abb0-40de-97d2-991fab8fbf4e
82,59612,1684626391,zkLend,0x02ae87a4e4b863541bdbf2045c7f30de2e8d003d368c614e33979e5e50262c41,{},"{""0x053c91253bc9682c04929ca02ed00b3e423f6710d2ee7e0d5ebb06f3ecf368a8"": 18538692.0}",{},a7557695-8065-430b-b525-bf96f4c3f9bb
83,59612,1684626391,zkLend,0x069b20add092b89c0bb8cf28d29f7a01fe61de98696514ebd95c9afcdcebc06a,{},"{""0x053c91253bc9682c04929ca02ed00b3e423f6710d2ee7e0d5ebb06f3ecf368a8"": 18147943.0}",{},d6172bc1-5eed-4adc-81f3-0984e2a29c44
84,59612,1684626391,zkLend,0x054b8a0dc79bc5a7ac25fdfac76ae68c386766a37b29f637feeaa86f60a09154,{},"{""0x053c91253bc9682c04929ca02ed00b3e423f6710d2ee7e0d5ebb06f3ecf368a8"": 1779560.0}",{},80792a17-01f9-4e24-a389-803993f86925
85,59612,1684626391,zkLend,0x076c57e5adcfcaea1d98e1e74071c6d7d5305b4edcff5d7437e151067a3c2f19,{},"{""0x053c91253bc9682c04929ca02ed00b3e423f6710d2ee7e0d5ebb06f3ecf368a8"": 15058699.0}",{},dc686e70-b899-4dac-aced-dde05425db45
86,59612,1684626391,zkLend,0x0726ac02881f36637857d3e672e30dfe653c35941d5bbf4d458d99dbdcb47a1d,{},"{""0x049d36570d4e46f48e99674bd3fcc84644ddd6b96f7c741b1562b82f9e004dc7"": 3.382691600687096e+16}","{""0x053c91253bc9682c04929ca02ed00b3e423f6710d2ee7e0d5ebb06f3ecf368a8"": 822071.473575848}",93deb0b5-8a9f-4c48-a5bb-38e55c2a9b3f
87,61611,1684875854,zkLend,0x02102e19e847ab312701ae853ddf7d65570346c8aebbdaf85f0c7f3b8f7272b6,"{""0x049d36570d4e46f48e99674bd3fcc84644ddd6b96f7c741b1562b82f9e004dc7"": 1.6732027324039864e+16}",{},"{""0x049d36570d4e46f48e99674bd3fcc84644ddd6b96f7c741b1562b82f9e004dc7"": 1.6732027324039864e+16}",d2c95d54-25af-4837-ae0d-21383480d2c6
88,61611,1684875854,zkLend,0x030d0b091fceea6ddc993ecd862f5e94cfb0e329a773f8cbdfd49a19c80f8d59,"{""0x049d36570d4e46f48e99674bd3fcc84644ddd6b96f7c741b1562b82f9e004dc7"": 123997231358727.6}",{},"{""0x049d36570d4e46f48e99674bd3fcc84644ddd6b96f7c741b1562b82f9e004dc7"": 123997231358727.6}",6b2ecb17-a7b3-4a61-8013-7aa8ce090a55
89,61611,1684875854,zkLend,0x05c191ee3b004f0dd3c0f534ceb3dabc22401d2dde4ed2e6c292b1c36fc4283d,"{""0x053c91253bc9682c04929ca02ed00b3e423f6710d2ee7e0d5ebb06f3ecf368a8"": 51998001.02119159}",{},"{""0x053c91253bc9682c04929ca02ed00b3e423f6710d2ee7e0d5ebb06f3ecf368a8"": 51998001.02119159, ""0x00000000000000000000000000000000000000000000000000000000031960af"": -4.737153647675251e+75}",a139bfb3-761a-4b0d-b8de-3baae7603d8d
90,61611,1684875854,zkLend,0x06adddf42b87a1cfca6ce8612ae75adb34c3a4f5f18d7e11ff182f6c33391293,"{""0x049d36570d4e46f48e99674bd3fcc84644ddd6b96f7c741b1562b82f9e004dc7"": 529988165082026.7}",{},"{""0x049d36570d4e46f48e99674bd3fcc84644ddd6b96f7c741b1562b82f9e004dc7"": 529988165082026.7}",593ad2fa-67b7-4c78-bc78-a92d47c9ce2e
91,61611,1684875854,zkLend,0x020b3815f18bc43b981b0727a09a0e54a04c067a03a5c2dac535d2644ffcce28,"{""0x068f5c6a61780768455de69077e07e89787839bf8166decfbf92b645209c0fb8"": 59575.86155839251}","{""0x068f5c6a61780768455de69077e07e89787839bf8166decfbf92b645209c0fb8"": 20862.0}","{""0x068f5c6a61780768455de69077e07e89787839bf8166decfbf92b645209c0fb8"": 59575.86155839251}",afad3f1c-b929-409c-8f6b-ab2f649ad26f
92,61611,1684875854,zkLend,0x018e81504fedef74ab1a6c7dd1333041531c5dacbd4853e3d490c0f8ee93e3b1,"{""0x049d36570d4e46f48e99674bd3fcc84644ddd6b96f7c741b1562b82f9e004dc7"": 584814278997958.8}",{},"{""0x049d36570d4e46f48e99674bd3fcc84644ddd6b96f7c741b1562b82f9e004dc7"": 584814278997958.8}",e2eca423-eddd-40de-a660-939fb251f5c1
93,61611,1684875854,zkLend,0x03967e284f9870e6b8870f5ed4967a4731c3e80e6a8f3852f32efc7bd85a729b,"{""0x049d36570d4e46f48e99674bd3fcc84644ddd6b96f7c741b1562b82f9e004dc7"": 119997319904692.12}",{},"{""0x049d36570d4e46f48e99674bd3fcc84644ddd6b96f7c741b1562b82f9e004dc7"": 119997319904692.12}",78872b4e-cfe6-4cbf-a08e-f464128a7e0b
94,61611,1684875854,zkLend,0x05b45afebd840f23c11db25650a6fd96e575b2d8235e8bff378534977bee48ae,{},"{""0x068f5c6a61780768455de69077e07e89787839bf8166decfbf92b645209c0fb8"": 20484268.0}",{},7f954f73-8046-4735-9f00-bd133faf5ce1
95,79607,1686494339,zkLend,0x065180ed76f151e811b5a82ed2e9ada77793d033d29c94b92fb0c16f6f278f1d,{},{},"{""0x049d36570d4e46f48e99674bd3fcc84644ddd6b96f7c741b1562b82f9e004dc7"": 1317233289293662.0}",4a45578b-00f6-4559-a545-2f68f2e020ce
96,61611,1684875854,zkLend,0x07c00cbe1999de4ffe94ade82174dd4057788281169d3e19b1e68a01683f1429,"{""0x053c91253bc9682c04929ca02ed00b3e423f6710d2ee7e0d5ebb06f3ecf368a8"": 26762449.047038414, ""0x049d36570d4e46f48e99674bd3fcc84644ddd6b96f7c741b1562b82f9e004dc7"": 3720041396012704.5}",{},"{""0x053c91253bc9682c04929ca02ed00b3e423f6710d2ee7e0d5ebb06f3ecf368a8"": 26762449.047038414, ""0x049d36570d4e46f48e99674bd3fcc84644ddd6b96f7c741b1562b82f9e004dc7"": 3720041396012704.5}",6373c0fa-0cad-4829-ba18-e32839a9802f
97,61611,1684875854,zkLend,0x022834e46f112471d426834494feea67a29096acf18b20670392b16397e3bc61,"{""0x068f5c6a61780768455de69077e07e89787839bf8166decfbf92b645209c0fb8"": 500414.83294993953}","{""0x068f5c6a61780768455de69077e07e89787839bf8166decfbf92b645209c0fb8"": 79655.0}","{""0x068f5c6a61780768455de69077e07e89787839bf8166decfbf92b645209c0fb8"": 500414.83294993953}",5cd43cef-2c78-48c1-99d8-f10c30c146d1
98,61611,1684875854,zkLend,0x037b63c8137434b093c0f0d442422a9b999708de645e3b41c39ef41d697773ed,"{""0x049d36570d4e46f48e99674bd3fcc84644ddd6b96f7c741b1562b82f9e004dc7"": 519988385181088.0}",{},"{""0x049d36570d4e46f48e99674bd3fcc84644ddd6b96f7c741b1562b82f9e004dc7"": 519988385181088.0}",b6f6e652-2dec-4ee6-9cb0-931dd4862956
99,73608,1685990194,zkLend,0x05f21e7acf61eac8209d6ea75f6fa1a977dc4e32674b72639b5b9ac36ac2154c,{},{},"{""0x049d36570d4e46f48e99674bd3fcc84644ddd6b96f7c741b1562b82f9e004dc7"": 999924789753291.0}",88ed2bbf-9474-4ca9-b9d5-967cea385b11
100,61611,1684875854,zkLend,0x047f8aa321cdb3ef5defcc2f4884aeecddd47f7daaf0fbd2e4a978fef3dfaac4,"{""0x068f5c6a61780768455de69077e07e89787839bf8166decfbf92b645209c0fb8"": 13994094.60013445}","{""0x068f5c6a61780768455de69077e07e89787839bf8166decfbf92b645209c0fb8"": 0.0}","{""0x068f5c6a61780768455de69077e07e89787839bf8166decfbf92b645209c0fb8"": 13994094.60013445, ""0x0000000000000000000000000000000000000000000000000000000000d59a18"": -5.9343481008916564e+75}",28496cf1-687e-4989-ac8f-8856c14ba600
